task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Compute total charges for merchandise or services and shipping charges.,compute total charges for merchandise or services and shipping charges,43-4151.00,Order Clerks,order clerks,Core,150.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Office and Administrative Support Occupations,1.0,21.47,44660.0,20.17,41960.0,83420.0,840.0,15.54,32330.0,21.1344,43968.8,13.6,28290.0,18.496000000000002,38474.4,185890.0,1600.0,0.05410300116650273,0.04016294681278329,0.13480384514026664,0.08495680477457243,3.825611153846154,4.05,68.69,False,1.781373846153846,3.74,79.75,False
Compile and prepare reports and documents pertaining to personnel activities.,compile and prepare reports and documents pertaining to personnel activities,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Core,97.0,Incumbent,1.0,0.0015342600263892731,0.001986847072380839,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,0.7307392307692308,3.21,72.97,False,1.1290223076923078,3.41,81.31,False
"Process, verify, and maintain personnel related documentation, including staffing, recruitment, training, grievances, performance evaluations, classifications, and employee leaves of absence.",process verify and maintain personnel related documentation including staffing recruitment training grievances performance evaluations classifications and employee leaves of absence,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Core,98.0,Incumbent,1.0,0.002987769525073814,0.0038691232462152755,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,2.7016746153846154,4.1,86.67,False,2.0394869230769235,4.39,80.4,False
"Answer questions regarding examinations, eligibility, salaries, benefits, and other pertinent information.",answer questions regarding examinations eligibility salaries benefits and other pertinent information,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Core,98.0,Incumbent,1.0,0.006863794854899362,0.008888526376440574,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,1.4536065384615386,3.78,91.98,False,1.2703496153846154,3.56,79.15,False
Arrange for advertising or posting of job vacancies and notify eligible workers of position availability.,arrange for advertising or posting of job vacancies and notify eligible workers of position availability,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Supplemental,96.0,Incumbent,1.0,0.007509799076536902,0.009725093564811391,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,0.7570973076923078,3.75,47.92,False,0.621696923076923,4.01,53.69,False
Process and review employment applications to evaluate qualifications or eligibility of applicants.,process and review employment applications to evaluate qualifications or eligibility of applicants,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Supplemental,98.0,Incumbent,1.0,0.022125644591087436,0.028652426201702663,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,1.9982726923076921,3.98,55.59,False,1.1470080769230768,4.1,59.42,False
Inform job applicants of their acceptance or rejection of employment.,inform job applicants of their acceptance or rejection of employment,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Supplemental,97.0,Incumbent,1.0,0.008317304353583903,0.010770802550275013,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,1.5462584615384616,3.89,66.8,False,0.5484469230769231,3.7,49.28,False
"Explain company personnel policies, benefits, and procedures to employees or job applicants.",explain company personnel policies benefits and procedures to employees or job applicants,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",human resources assistants except payroll and timekeeping,Core,98.0,Incumbent,1.0,0.007267547493422864,0.009411380869172386,Office and Administrative Support Occupations,1.0,23.77,49440.0,22.65,47120.0,92580.0,570.0,18.32,38100.0,24.915200000000002,51816.00000000001,17.68,36770.0,24.044800000000002,50007.200000000004,138910.0,830.0,0.06004382459835558,0.027253428194388665,0.10073485463679831,0.044071342476809446,2.036625,4.03,92.6,False,0.9118426923076923,3.87,90.63,False
"Calculate and quote rates for tours, stocks, insurance policies, or other products or services.",calculate and quote rates for tours stocks insurance policies or other products or services,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Supplemental,143.0,Incumbent,1.0,0.017361363456510154,0.022482743187467343,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,6.172109615384614,4.21,35.69,False,2.6033423076923077,4.07,25.76,False
Hear and resolve complaints from customers or the public.,hear and resolve complaints from customers or the public,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Core,144.0,Incumbent,1.0,0.00427977796834897,0.005542257622957007,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,2.302353076923077,4.11,86.23,False,2.2947326923076923,4.36,97.36,False
"Process and prepare memos, correspondence, travel vouchers, or other documents.",process and prepare memos correspondence travel vouchers or other documents,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Supplemental,143.0,Incumbent,1.0,0.005248784300805357,0.006797108405513333,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,2.958548846153846,3.43,65.35,False,1.823535,3.87,54.12,False
"Provide information about establishment, such as location of departments or offices, employees within the organization, or services provided.",provide information about establishment such as location of departments or offices employees within the organization or services provided,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Core,144.0,Incumbent,1.0,0.004764281134577203,0.006169683014235222,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,3.7679711538461538,4.02,88.32,False,2.5712273076923076,3.84,90.62,False
"Transmit information or documents to customers, using computer, mail, or facsimile machine.",transmit information or documents to customers using computer mail or facsimile machine,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Core,144.0,Incumbent,1.0,0.02656692361484579,0.03440382562175238,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,3.1404334615384615,4.12,93.52,False,4.256987692307693,4.31,80.42,False
"Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.",perform administrative support tasks such as proofreading transcribing handwritten information or operating calculators or computers to work with pay records invoices balance sheets or other documents,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Core,143.0,Incumbent,1.0,0.002018763192617427,0.0026142724636589506,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,4.964621153846154,3.97,69.79,False,3.77397,4.32,81.8,False
Schedule appointments and maintain and update appointment calendars.,schedule appointments and maintain and update appointment calendars,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Core,144.0,Incumbent,1.0,0.005571786411624206,0.007215391999698843,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,6.737954615384615,4.4,78.02,False,6.48599,4.41,76.82,False
Analyze data to determine answers to questions from customers or members of the public.,analyze data to determine answers to questions from customers or members of the public,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Core,144.0,Incumbent,1.0,0.05676762097640317,0.07351334167809115,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,4.729008846153846,4.22,47.88,False,3.843354230769231,4.02,81.81,False
Schedule space or equipment for special programs and prepare lists of participants.,schedule space or equipment for special programs and prepare lists of participants,43-4171.00,Receptionists and Information Clerks,receptionists and information clerks,Supplemental,144.0,Incumbent,1.0,0.0022610147757315432,0.002927985159298057,Office and Administrative Support Occupations,1.0,17.9,37230.0,17.35,36090.0,964530.0,12090.0,13.12,27300.0,17.8432,37128.0,11.91,24770.0,16.1976,33687.200000000004,975890.0,10500.0,0.625557033266925,0.5780595559125595,0.7076966186128076,0.5575290313331316,2.7792234615384612,3.55,39.3,False,1.7063500000000003,3.23,31.94,False
"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers.",plan routes itineraries and accommodation details and compute fares and fees using schedules rate books and computers,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,reservation and transportation ticket agents and travel clerks,Core,64.0,Incumbent,1.0,0.0020995137203221586,0.0027188433622053537,Office and Administrative Support Occupations,1.0,19.94,41460.0,18.05,37540.0,127440.0,3530.0,16.91,35170.0,22.997600000000002,47831.200000000004,11.99,24930.0,16.3064,33904.8,138810.0,5300.0,0.08265267883791787,0.1687800026775298,0.10066233656420684,0.2814194158157712,5.304784615384616,4.36,68.32,False,5.304784615384616,4.36,68.32,False
"Inform clients of essential travel information, such as travel times, transportation connections, and medical and visa requirements.",inform clients of essential travel information such as travel times transportation connections and medical and visa requirements,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,reservation and transportation ticket agents and travel clerks,Core,65.0,Incumbent,1.0,0.0019380126649126955,0.002509701565112548,Office and Administrative Support Occupations,1.0,19.94,41460.0,18.05,37540.0,127440.0,3530.0,16.91,35170.0,22.997600000000002,47831.200000000004,11.99,24930.0,16.3064,33904.8,138810.0,5300.0,0.08265267883791787,0.1687800026775298,0.10066233656420684,0.2814194158157712,6.295087820512822,4.37,78.82666666666667,True,6.401045384615385,4.38,74.66,False
"Make and confirm reservations for transportation and accommodations, using telephones, faxes, mail, and computers.",make and confirm reservations for transportation and accommodations using telephones faxes mail and computers,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,reservation and transportation ticket agents and travel clerks,Core,64.0,Incumbent,1.0,0.0037952748021208163,0.004914832231678897,Office and Administrative Support Occupations,1.0,19.94,41460.0,18.05,37540.0,127440.0,3530.0,16.91,35170.0,22.997600000000002,47831.200000000004,11.99,24930.0,16.3064,33904.8,138810.0,5300.0,0.08265267883791787,0.1687800026775298,0.10066233656420684,0.2814194158157712,4.268428846153847,4.16,71.98,False,4.268428846153847,4.16,71.98,False
